ID,Percentage,Category,no_Anch,no_Chg,Anch1,Anch2,Anch3,Anch4,Chg1,Chg2,Chg3,Chg4,Chg5,Hgt1,Hgt2,Hgt3,Hgt4,Hgt5
1,0.196788835565,TN,3,0,0,7,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
2,0.391853383063,TN,4,3,0,4,13,18,3,6,8,-99,-99,4.0,-1.0,1.0,-99,-99,
3,0.205658881487,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
4,0.198641296563,TN,3,0,0,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
5,0.714766918992,FP,4,4,0,1,3,8,3,7,17,21,-99,-1.0,-1.0,4.0,4.0,-99,
6,0.170257938247,TN,3,0,0,19,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
7,0.066617132646,FN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
8,0.374507439654,FN,0,3,-99,-99,-99,-99,3,4,21,-99,-99,4.0,1.0,-1.0,-99,-99,
9,0.254421542939,TN,3,0,0,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
10,0.162966679865,TN,3,0,0,3,15,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
11,0.666744321324,TP,4,3,0,8,17,21,3,7,21,-99,-99,-1.0,-1.0,4.0,-99,-99,
12,0.0727187712531,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
13,0.655607448623,FP,0,3,-99,-99,-99,-99,4,17,21,-99,-99,-1.0,2.0,3.0,-99,-99,
14,0.704665689965,TP,0,3,-99,-99,-99,-99,4,17,21,-99,-99,-1.0,3.0,4.0,-99,-99,
15,0.177973686278,TN,3,0,0,7,13,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
16,0.126549107298,TN,3,0,0,15,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
17,0.200239030245,TN,4,0,0,8,12,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
18,0.165944114437,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
19,0.887249568524,FP,3,0,0,3,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
20,0.298664295684,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
21,0.179141132261,TN,3,0,0,8,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
22,0.588060917256,FP,0,2,-99,-99,-99,-99,3,21,-99,-99,-99,-1.0,2.0,-99,-99,-99,
23,0.450687648925,FN,0,2,-99,-99,-99,-99,17,21,-99,-99,-99,-1.0,-1.0,-99,-99,-99,
24,0.3433363723,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
25,0.228217649372,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
26,0.236442329812,TN,3,0,0,13,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
27,0.0972356734009,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
28,0.693964241927,FP,4,2,0,7,8,15,17,21,-99,-99,-99,5.0,3.0,-99,-99,-99,
29,0.33473413711,TN,0,4,-99,-99,-99,-99,3,7,8,21,-99,2.0,1.0,5.0,-1.0,-99,
30,0.510282240522,FP,0,1,-99,-99,-99,-99,3,-99,-99,-99,-99,-1.0,-99,-99,-99,-99,
31,0.377556687224,FN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
32,0.079091425571,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
33,0.549221840193,FP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
34,0.553791802313,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
35,0.317835301665,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
36,0.850360537305,TP,3,0,0,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
37,0.0791595012117,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
38,0.391541627812,TN,0,3,-99,-99,-99,-99,3,17,21,-99,-99,3.0,-1.0,-1.0,-99,-99,
39,0.250958693052,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
40,0.417879924995,TN,0,2,-99,-99,-99,-99,3,8,-99,-99,-99,3.0,1.0,-99,-99,-99,
41,0.819695708164,TP,3,0,0,7,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
42,0.802419680135,TP,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
43,0.610960543408,FP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,4.0,-99,-99,-99,-99,
44,0.389363550038,TN,0,4,-99,-99,-99,-99,3,8,17,21,-99,2.0,2.0,-1.0,-1.0,-99,
45,0.200068005143,TN,1,2,21,-99,-99,-99,19,21,-99,-99,-99,-1.0,-1.0,-99,-99,-99,
46,0.618985932578,FP,0,3,-99,-99,-99,-99,3,4,21,-99,-99,-1.0,-1.0,2.0,-99,-99,
47,0.809201671326,TP,4,0,0,8,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
48,0.871126488279,TP,3,0,0,7,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
49,0.0519397733183,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
50,0.187556756922,TN,3,0,0,15,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
51,0.511702171218,FP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
52,0.7207421382,TP,0,3,-99,-99,-99,-99,4,17,21,-99,-99,-1.0,4.0,4.0,-99,-99,
53,0.352078092901,TN,3,5,2,17,21,-99,3,4,8,17,21,1.0,1.0,1.0,-1.0,-1.0,
54,0.30886577995,TN,0,5,-99,-99,-99,-99,3,4,7,17,21,3.0,4.0,1.0,-1.0,-1.0,
55,0.684398573923,FP,4,3,0,4,17,21,3,4,21,-99,-99,-1.0,-1.0,4.0,-99,-99,
56,-9,NA,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
57,0.64749401441,FP,0,2,-99,-99,-99,-99,3,4,-99,-99,-99,-1.0,-1.0,-99,-99,-99,
58,0.56871532411,FP,0,1,-99,-99,-99,-99,17,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
59,0.333109798228,TN,0,4,-99,-99,-99,-99,3,4,15,16,-99,2.0,1.0,-1.0,-1.0,-99,
60,0.0462043519394,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
61,0.449800310397,TN,0,2,-99,-99,-99,-99,17,19,-99,-99,-99,-1.0,1.0,-99,-99,-99,
62,0.143938858656,TN,0,5,-99,-99,-99,-99,4,7,8,15,17,1.0,1.0,1.0,-1.0,-1.0,
63,0.720432354366,FP,4,3,0,7,8,15,4,7,21,-99,-99,-1.0,-1.0,4.0,-99,-99,
64,0.711654693842,TP,4,2,0,8,17,21,7,17,-99,-99,-99,-1.0,1.0,-99,-99,-99,
65,-9,NA,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
66,0.168411631601,TN,3,0,0,7,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
67,-9,NA,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
68,-9,NA,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
69,0.5,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
70,0.271475394049,TN,0,4,-99,-99,-99,-99,1,3,13,17,-99,1.0,1.0,1.0,-1.0,-99,
71,-9,NA,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
72,0.69646177881,TP,0,3,-99,-99,-99,-99,1,3,4,-99,-99,-1.0,-1.0,-1.0,-99,-99,
73,0.865833528583,FP,3,0,0,7,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
74,0.888224590212,FP,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
75,0.5,FN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
76,0.65630157004,TP,0,2,-99,-99,-99,-99,4,21,-99,-99,-99,-1.0,1.0,-99,-99,-99,
77,0.231665713869,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
78,0.385401921902,TN,0,3,-99,-99,-99,-99,3,4,13,-99,-99,1.0,1.0,1.0,-99,-99,
79,0.71448574967,TP,4,3,0,7,8,15,3,8,21,-99,-99,-1.0,-1.0,1.0,-99,-99,
80,0.725442580554,TP,0,4,-99,-99,-99,-99,1,4,7,17,-99,-1.0,-1.0,-1.0,1.0,-99,
81,0.224368049635,FN,3,0,0,4,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
82,0.218366051664,FN,4,5,0,13,17,21,1,3,7,8,17,1.0,1.0,1.0,1.0,-1.0,
83,0.250081766845,TN,0,4,-99,-99,-99,-99,1,3,4,21,-99,1.0,4.0,3.0,-1.0,-99,
84,0.412414678496,TN,0,1,-99,-99,-99,-99,8,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
85,0.157907425176,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
86,0.223667381422,TN,4,4,0,4,8,13,7,8,11,13,-99,2.0,2.0,-1.0,1.0,-99,
87,-9,NA,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
88,0.353735306858,TN,0,1,-99,-99,-99,-99,17,-99,-99,-99,-99,-1.0,-99,-99,-99,-99,
89,0.145196921314,TN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
90,0.202165205225,FN,4,4,0,3,9,13,1,3,13,17,-99,1.0,1.0,1.0,-1.0,-99,
91,0.81474918238,TP,3,0,0,7,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
92,0.303273820882,TN,3,0,0,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
93,0.578830598078,FP,0,1,-99,-99,-99,-99,4,-99,-99,-99,-99,-1.0,-99,-99,-99,-99,
94,0.757596173122,FP,0,5,-99,-99,-99,-99,3,14,15,16,17,-1.0,-1.0,1.0,1.0,1.0,
95,0.652705850891,TP,0,2,-99,-99,-99,-99,3,4,-99,-99,-99,-1.0,-1.0,-99,-99,-99,
96,0.700647584187,TP,0,4,-99,-99,-99,-99,1,4,14,15,-99,-1.0,-1.0,-1.0,1.0,-99,
97,0.091969419736,TN,3,0,0,15,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
98,0.0690382477174,FN,2,0,0,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
99,0.770929524856,TP,3,3,0,17,21,-99,8,17,21,-99,-99,-1.0,1.0,1.0,-99,-99,
100,0.42036164398,TN,0,1,-99,-99,-99,-99,3,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
101,0.198676208153,TN,4,0,0,8,15,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
102,0.592625331276,TP,4,3,0,7,8,15,1,4,7,-99,-99,-1.0,-1.0,-1.0,-99,-99,
103,0.214424051508,TN,4,0,0,13,14,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
104,0.316306634163,TN,0,3,-99,-99,-99,-99,1,3,4,-99,-99,1.0,1.0,1.0,-99,-99,
105,0.437841153846,FN,0,3,-99,-99,-99,-99,1,4,21,-99,-99,1.0,1.0,-1.0,-99,-99,
106,0.0298323663795,TN,2,0,0,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
107,0.258126215952,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
108,-9,NA,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
109,0.836193287423,TP,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
110,0.762413395083,TP,3,4,0,7,21,-99,7,8,17,21,-99,-1.0,-1.0,1.0,2.0,-99,
111,0.665746416112,TP,0,2,-99,-99,-99,-99,8,15,-99,-99,-99,-1.0,1.0,-99,-99,-99,
112,0.141713458353,TN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
113,-9,NA,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
114,0.726912115475,FP,3,3,0,4,17,-99,4,7,21,-99,-99,-1.0,-1.0,1.0,-99,-99,
115,0.206828063561,TN,4,0,0,6,13,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
116,-9,NA,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
117,0.100645982864,TN,3,0,0,13,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
118,0.595845940926,TP,0,2,-99,-99,-99,-99,4,21,-99,-99,-99,-1.0,1.0,-99,-99,-99,
119,-9,NA,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
120,0.439870693997,TN,0,1,-99,-99,-99,-99,4,-99,-99,-99,-99,1.0,-99,-99,-99,-99,
121,0.334330658693,FN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
122,0.138107865097,TN,3,0,0,7,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
123,0.0997999076286,TN,3,0,0,7,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
124,0.183293379295,TN,4,3,0,13,14,17,4,8,17,-99,-99,1.0,1.0,-1.0,-99,-99,
125,-9,NA,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
126,0.0354307743642,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
127,0.454686501972,TN,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,-1.0,-99,-99,-99,-99,
128,0.201353572617,TN,4,0,0,7,8,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
129,0.638985058926,FP,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
130,0.0770856578275,TN,3,0,0,4,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
131,0.127295022036,TN,3,0,0,9,14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
132,0.0814885055583,TN,3,0,0,7,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
133,0.334032295843,TN,0,3,-99,-99,-99,-99,1,4,14,-99,-99,1.0,1.0,1.0,-99,-99,
134,0.775977350855,TP,3,0,0,4,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
135,0.644396691443,TP,4,3,0,8,17,21,3,13,17,-99,-99,-1.0,-1.0,1.0,-99,-99,
