ID,Percentage,Category,no_Anch,no_Chg,Anch1,Anch2,Anch3,Anch4,Chg1,Chg2,Chg3,Chg4,Chg5,Hgt1,Hgt2,Hgt3,Hgt4,Hgt5
1,0.197719920848,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
2,0.39252183203,TN,2,3,0,3,-99,-99,3,6,8,-99,-99,4.0,-1.0,1.0,-99,-99,
3,0.206592960302,TN,3,0,0,1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
4,0.199573158223,TN,3,0,0,17,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
5,0.714489221742,FP,3,4,0,3,21,-99,3,7,17,21,-99,-1.0,-1.0,4.0,4.0,-99,
6,0.171168570061,TN,2,0,0,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
7,0.0672241641264,FN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
8,0.375210833016,FN,0,3,-99,-99,-99,-99,3,4,21,-99,-99,4.0,1.0,-1.0,-99,-99,
9,0.255342299403,TN,2,0,0,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
10,0.163868425956,TN,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
11,0.666597566563,TP,4,4,0,8,17,21,3,7,17,21,-99,-1.0,-1.0,1.0,4.0,-99,
12,0.0733570863885,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
13,0.655493292296,FP,0,3,-99,-99,-99,-99,4,17,21,-99,-99,-1.0,2.0,3.0,-99,-99,
14,0.704414030029,TP,0,3,-99,-99,-99,-99,4,17,21,-99,-99,-1.0,3.0,4.0,-99,-99,
15,0.178892134451,TN,3,0,0,4,13,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
16,0.12738225703,TN,2,0,0,15,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
17,0.201171496804,TN,3,0,0,8,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
18,0.166849669166,TN,3,0,0,7,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
19,0.886755657666,FP,2,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
20,0.299536045513,TN,3,0,0,1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
21,0.180060625298,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
22,0.58815958653,FP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,3.0,-99,-99,-99,-99,
23,0.451209964965,FN,0,2,-99,-99,-99,-99,17,21,-99,-99,-99,-1.0,-1.0,-99,-99,-99,
24,0.344094069126,TN,3,0,0,3,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
25,0.229151501201,TN,3,0,0,1,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
26,0.237373481108,TN,2,0,0,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
27,0.0979790512269,TN,2,0,0,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
28,0.693741110541,FP,0,2,-99,-99,-99,-99,17,21,-99,-99,-99,5.0,3.0,-99,-99,-99,
29,0.335505260753,TN,3,4,0,7,8,-99,3,7,8,21,-99,2.0,1.0,5.0,-1.0,-99,
30,0.51062495938,FP,4,1,1,3,4,9,3,-99,-99,-99,-99,-1.0,-99,-99,-99,-99,
31,0.378254203744,FN,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
32,0.0797600836298,TN,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
33,0.549441848564,FP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
34,0.553997448462,TP,0,1,-99,-99,-99,-99,21,-99,-99,-99,-99,2.0,-99,-99,-99,-99,
35,0.318676761423,TN,3,0,0,1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
